Date,Open,High,Low,Close,Adj Close,Volume
2008-06-10,16.4,16.450001,16.4,16.450001,8.510276,30000.0
2008-06-11,16.299999,16.299999,16.0,16.1,8.329206,313650.0
2008-06-12,15.85,15.85,15.83,15.84,8.194696,2400.0
2008-06-13,15.9,16.0,15.9,15.95,8.251604,27750.0
2008-06-16,15.9,16.200001,15.9,16.200001,8.380939,15440.0
2008-06-17,16.540001,16.540001,15.5,16.540001,8.556837,25009.0
2008-06-18,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-19,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-20,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-23,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-24,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-25,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-26,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-27,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-06-30,16.540001,16.540001,16.540001,16.540001,8.556837,0.0
2008-07-01,14.7,15.0,14.7,14.8,7.656662,17685.0
2008-07-02,14.9,15.0,14.6,14.76,7.635968,47804.0
2008-07-03,14.04,14.46,13.95,14.0,7.242788,613176.0
2008-07-04,14.15,14.15,13.83,14.0,7.242788,7840.0
2008-07-07,13.98,14.19,13.98,14.19,7.341083,77297.0
2008-07-08,13.63,13.65,13.4,13.62,7.046198,180159.0
2008-07-09,13.65,13.65,13.3,13.39,6.927209,165200.0
2008-07-10,13.63,13.65,13.2,13.65,7.061718,77775.0
2008-07-11,13.25,13.25,13.24,13.25,6.854781,25250.0
2008-07-14,12.6,13.2,12.6,12.8,6.621977,14003.0
2008-07-15,12.8,12.85,12.75,12.75,6.59611,22930.0
2008-07-16,12.2,12.8,12.2,12.8,6.621977,32329.0
2008-07-17,12.3,13.0,12.3,13.0,6.725446,954910.0
2008-07-18,13.0,13.25,13.0,13.0,6.725446,18470.0
2008-07-21,13.0,13.0,12.8,12.8,6.621977,227501.0
2008-07-22,12.84,13.1,12.84,12.95,6.699579,501709.0
2008-07-23,12.96,13.0,12.95,13.0,6.725446,505596.0
2008-07-24,13.0,13.0,13.0,13.0,6.725446,78200.0
2008-07-25,13.0,13.0,13.0,13.0,6.725446,8500.0
2008-07-28,12.5,12.5,12.35,12.45,6.440908,25750.0
2008-07-29,12.28,12.9,12.0,12.9,6.673711,69507.0
